,CallCountsPerHour,,,,,,,,,,,,,,,,
2041,52,,,,,,,,,,,,,,,,
2042,73,,,,,,,,,,,,,,,,
2043,76,,,,,,,,,,,,,,,,
2044,65,,,,,,,,,,,,,,,,
2045,63,,,,,,,,,,,,,,,,
2046,65,,,,,,,,,,,,,,,,
2047,64,,,,,,,,,,,,,,,,
2048,55,,,,,,,,,,,,,,,,
2049,45,,,,,,,,,,,,,,,,
2050,54,,,,,,,,,,,,,,,,
2051,48,,,,,,,,,,,,,,,,
2052,70,,,,,,,,,,,,,,,,
2053,59,,,,,,,,,,,,,,,,
2054,55,,,,,,,,,,,,,,,,
2055,65,,,,,,,,,,,,,,,,
2056,61,,,,,,,,,,,,,,,,
2057,51,,,,,,,,,,,,,,,,
2058,53,,,,,,,,,,,,,,,,
2059,56,,,,,,,,,,,,,,,,
2060,59,,,,,,,,,,,,,,,,
2061,58,,,,,,,,,,,,,,,,
2062,60,,,,,,,,,,,,,,,,
2063,62,,,,,,,,,,,,,,,,
2064,69,,,,,,,,,,,,,,,,
2065,73,,,,,,,,,,,,,,,,
2066,64,,,,,,,,,,,,,,,,
2067,62,,,,,,,,,,,,,,,,
2068,63,,,,,,,,,,,,,,,,
2069,64,,,,,,,,,,,,,,,,
2070,55,,,,,,,,,,,,,,,,
2071,71,,,,,,,,,,,,,,,,
2072,56,,,,,,,,,,,,,,,,
2073,67,,,,,,,,,,,,,,,,
2074,61,,,,,,,,,,,,,,,,
2075,61,,,,,,,,,,,,,,,,
2076,72,,,,,,,,,,,,,,,,
2077,60,,,,,,,,,,,,,,,,
2078,58,,,,,,,,,,,,,,,,
2079,50,,,,,,,,,,,,,,,,
2080,66,,,,,,,,,,,,,,,,
2081,62,,,,,,,,,,,,,,,,
2082,51,,,,,,,,,,,,,,,,
2083,69,,,,,,,,,,,,,,,,
2084,57,,,,,,,,,,,,,,,,
2085,57,,,,,,,,,,,,,,,,
2086,55,,,,,,,,,,,,,,,,
2087,74,,,,,,,,,,,,,,,,
2088,69,,,,,,,,,,,,,,,,
2089,53,,,,,,,,,,,,,,,,
2090,58,,,,,,,,,,,,,,,,
2091,57,,,,,,,,,,,,,,,,
2092,60,,,,,,,,,,,,,,,,
2093,71,,,,,,,,,,,,,,,,
2094,69,,,,,,,,,,,,,,,,
2095,63,,,,,,,,,,,,,,,,
2096,61,,,,,,,,,,,,,,,,
2097,68,,,,,,,,,,,,,,,,
2098,60,,,,,,,,,,,,,,,,
2099,50,,,,,,,,,,,,,,,,
2100,65,,,,,,,,,,,,,,,,
2101,56,,,,,,,,,,,,,,,,
2102,60,,,,,,,,,,,,,,,,
2103,65,,,,,,,,,,,,,,,,
2104,59,,,,,,,,,,,,,,,,
2105,62,,,,,,,,,,,,,,,,
2106,67,,,,,,,,,,,,,,,,
2107,48,,,,,,,,,,,,,,,,
2108,52,,,,,,,,,,,,,,,,
2109,65,,,,,,,,,,,,,,,,
2110,54,,,,,,,,,,,,,,,,
2111,62,,,,,,,,,,,,,,,,
2112,60,,,,,,,,,,,,,,,,
2113,53,,,,,,,,,,,,,,,,
2114,60,,,,,,,,,,,,,,,,
2115,79,,,,,,,,,,,,,,,,
2116,50,,,,,,,,,,,,,,,,
2117,60,,,,,,,,,,,,,,,,
2118,55,,,,,,,,,,,,,,,,
2119,47,,,,,,,,,,,,,,,,
2120,60,,,,,,,,,,,,,,,,
2121,70,,,,,,,,,,,,,,,,
2122,60,,,,,,,,,,,,,,,,
2123,52,,,,,,,,,,,,,,,,
2124,60,,,,,,,,,,,,,,,,
2125,52,,,,,,,,,,,,,,,,
2126,63,,,,,,,,,,,,,,,,
2127,52,,,,,,,,,,,,,,,,
2128,65,,,,,,,,,,,,,,,,
2129,67,,,,,,,,,,,,,,,,
2130,49,,,,,,,,,,,,,,,,
2131,58,,,,,,,,,,,,,,,,
2132,64,,,,,,,,,,,,,,,,
2133,52,,,,,,,,,,,,,,,,
2134,66,,,,,,,,,,,,,,,,
2135,55,,,,,,,,,,,,,,,,
2136,60,,,,,,,,,,,,,,,,
2137,62,,,,,,,,,,,,,,,,
2138,59,,,,,,,,,,,,,,,,
2139,70,,,,,,,,,,,,,,,,
2140,71,,,,,,,,,,,,,,,,
2141,50,,,,,,,,,,,,,,,,
2142,60,,,,,,,,,,,,,,,,
2143,61,,,,,,,,,,,,,,,,
2144,57,,,,,,,,,,,,,,,,
2145,59,,,,,,,,,,,,,,,,
2146,67,,,,,,,,,,,,,,,,
2147,64,,,,,,,,,,,,,,,,
2148,59,,,,,,,,,,,,,,,,
2149,66,,,,,,,,,,,,,,,,
2150,64,,,,,,,,,,,,,,,,
2151,60,,,,,,,,,,,,,,,,
2152,66,,,,,,,,,,,,,,,,
2153,54,,,,,,,,,,,,,,,,
2154,59,,,,,,,,,,,,,,,,
2155,52,,,,,,,,,,,,,,,,
2156,76,,,,,,,,,,,,,,,,
2157,67,,,,,,,,,,,,,,,,
2158,81,,,,,,,,,,,,,,,,
2159,56,,,,,,,,,,,,,,,,
2160,55,,,,,,,,,,,,,,,,
2161,63,,,,,,,,,,,,,,,,
2162,64,,,,,,,,,,,,,,,,
2163,62,,,,,,,,,,,,,,,,
2164,68,,,,,,,,,,,,,,,,
2165,56,,,,,,,,,,,,,,,,
2166,51,,,,,,,,,,,,,,,,
2167,51,,,,,,,,,,,,,,,,
2168,63,,,,,,,,,,,,,,,,
2169,54,,,,,,,,,,,,,,,,
2170,56,,,,,,,,,,,,,,,,
2171,53,,,,,,,,,,,,,,,,
2172,71,,,,,,,,,,,,,,,,
2173,60,,,,,,,,,,,,,,,,
2174,56,,,,,,,,,,,,,,,,
2175,51,,,,,,,,,,,,,,,,
2176,60,,,,,,,,,,,,,,,,
2177,63,,,,,,,,,,,,,,,,
2178,75,,,,,,,,,,,,,,,,
2179,43,,,,,,,,,,,,,,,,
2180,72,,,,,,,,,,,,,,,,
2181,71,,,,,,,,,,,,,,,,
2182,54,,,,,,,,,,,,,,,,
2183,57,,,,,,,,,,,,,,,,
2184,79,,,,,,,,,,,,,,,,
2185,68,,,,,,,,,,,,,,,,
2186,62,,,,,,,,,,,,,,,,
2187,48,,,,,,,,,,,,,,,,
2188,50,,,,,,,,,,,,,,,,
2189,59,,,,,,,,,,,,,,,,
2190,60,,,,,,,,,,,,,,,,
2191,66,,,,,,,,,,,,,,,,
2192,61,,,,,,,,,,,,,,,,
2193,64,,,,,,,,,,,,,,,,
2194,57,,,,,,,,,,,,,,,,
2195,74,,,,,,,,,,,,,,,,
2196,64,,,,,,,,,,,,,,,,
2197,57,,,,,,,,,,,,,,,,
2198,58,,,,,,,,,,,,,,,,
2199,58,,,,,,,,,,,,,,,,
2200,66,,,,,,,,,,,,,,,,
2201,57,,,,,,,,,,,,,,,,
2202,49,,,,,,,,,,,,,,,,
2203,68,,,,,,,,,,,,,,,,
2204,52,,,,,,,,,,,,,,,,
2205,58,,,,,,,,,,,,,,,,
2206,70,,,,,,,,,,,,,,,,
2207,63,,,,,,,,,,,,,,,,
2208,62,,,,,,,,,,,,,,,,
2209,64,,,,,,,,,,,,,,,,
2210,63,,,,,,,,,,,,,,,,
2211,48,,,,,,,,,,,,,,,,
2212,65,,,,,,,,,,,,,,,,
2213,55,,,,,,,,,,,,,,,,
2214,61,,,,,,,,,,,,,,,,
2215,68,,,,,,,,,,,,,,,,
2216,78,,,,,,,,,,,,,,,,
2217,54,,,,,,,,,,,,,,,,
2218,72,,,,,,,,,,,,,,,,
2219,62,,,,,,,,,,,,,,,,
2220,66,,,,,,,,,,,,,,,,
2221,58,,,,,,,,,,,,,,,,
2222,62,,,,,,,,,,,,,,,,
2223,60,,,,,,,,,,,,,,,,
2224,63,,,,,,,,,,,,,,,,
2225,66,,,,,,,,,,,,,,,,
2226,61,,,,,,,,,,,,,,,,
2227,53,,,,,,,,,,,,,,,,
2228,70,,,,,,,,,,,,,,,,
2229,58,,,,,,,,,,,,,,,,
2230,59,,,,,,,,,,,,,,,,
2231,56,,,,,,,,,,,,,,,,
2232,58,,,,,,,,,,,,,,,,
2233,70,,,,,,,,,,,,,,,,
2234,53,,,,,,,,,,,,,,,,
2235,59,,,,,,,,,,,,,,,,
2236,60,,,,,,,,,,,,,,,,
2237,60,,,,,,,,,,,,,,,,
2238,60,,,,,,,,,,,,,,,,
2239,59,,,,,,,,,,,,,,,,
2240,52,,,,,,,,,,,,,,,,
2241,68,,,,,,,,,,,,,,,,
2242,64,,,,,,,,,,,,,,,,
2243,64,,,,,,,,,,,,,,,,
2244,58,,,,,,,,,,,,,,,,
2245,64,,,,,,,,,,,,,,,,
2246,70,,,,,,,,,,,,,,,,
2247,73,,,,,,,,,,,,,,,,
2248,63,,,,,,,,,,,,,,,,
2249,59,,,,,,,,,,,,,,,,
2250,60,,,,,,,,,,,,,,,,
2251,68,,,,,,,,,,,,,,,,
2252,49,,,,,,,,,,,,,,,,
2253,68,,,,,,,,,,,,,,,,
2254,61,,,,,,,,,,,,,,,,
2255,67,,,,,,,,,,,,,,,,
2256,59,,,,,,,,,,,,,,,,
2257,53,,,,,,,,,,,,,,,,
2258,73,,,,,,,,,,,,,,,,
2259,53,,,,,,,,,,,,,,,,
2260,59,,,,,,,,,,,,,,,,
2261,58,,,,,,,,,,,,,,,,
2262,63,,,,,,,,,,,,,,,,
2263,56,,,,,,,,,,,,,,,,
2264,62,,,,,,,,,,,,,,,,
2265,57,,,,,,,,,,,,,,,,
2266,66,,,,,,,,,,,,,,,,
2267,69,,,,,,,,,,,,,,,,
2268,75,,,,,,,,,,,,,,,,
2269,64,,,,,,,,,,,,,,,,
2270,54,,,,,,,,,,,,,,,,
2271,69,,,,,,,,,,,,,,,,
2272,56,,,,,,,,,,,,,,,,
2273,62,,,,,,,,,,,,,,,,
2274,60,,,,,,,,,,,,,,,,
2275,53,,,,,,,,,,,,,,,,
2276,60,,,,,,,,,,,,,,,,
2277,60,,,,,,,,,,,,,,,,
2278,56,,,,,,,,,,,,,,,,
2279,54,,,,,,,,,,,,,,,,
2280,75,,,,,,,,,,,,,,,,
2281,65,,,,,,,,,,,,,,,,
2282,55,,,,,,,,,,,,,,,,
2283,66,,,,,,,,,,,,,,,,
2284,54,,,,,,,,,,,,,,,,
2285,68,,,,,,,,,,,,,,,,
2286,45,,,,,,,,,,,,,,,,
2287,57,,,,,,,,,,,,,,,,
2288,71,,,,,,,,,,,,,,,,
2289,48,,,,,,,,,,,,,,,,
2290,65,,,,,,,,,,,,,,,,
2291,60,,,,,,,,,,,,,,,,
2292,52,,,,,,,,,,,,,,,,
2293,74,,,,,,,,,,,,,,,,
2294,56,,,,,,,,,,,,,,,,
2295,56,,,,,,,,,,,,,,,,
2296,55,,,,,,,,,,,,,,,,
2297,71,,,,,,,,,,,,,,,,
2298,59,,,,,,,,,,,,,,,,
2299,51,,,,,,,,,,,,,,,,
2300,80,,,,,,,,,,,,,,,,
2301,66,,,,,,,,,,,,,,,,
2302,54,,,,,,,,,,,,,,,,
2303,68,,,,,,,,,,,,,,,,
2304,56,,,,,,,,,,,,,,,,
2305,63,,,,,,,,,,,,,,,,
2306,53,,,,,,,,,,,,,,,,
2307,59,,,,,,,,,,,,,,,,
2308,59,,,,,,,,,,,,,,,,
2309,53,,,,,,,,,,,,,,,,
2310,64,,,,,,,,,,,,,,,,
2311,54,,,,,,,,,,,,,,,,
2312,86,,,,,,,,,,,,,,,,
2313,61,,,,,,,,,,,,,,,,
2314,49,,,,,,,,,,,,,,,,
2315,55,,,,,,,,,,,,,,,,
2316,70,,,,,,,,,,,,,,,,
2317,52,,,,,,,,,,,,,,,,
2318,63,,,,,,,,,,,,,,,,
2319,65,,,,,,,,,,,,,,,,
2320,60,,,,,,,,,,,,,,,,
2321,63,,,,,,,,,,,,,,,,
2322,77,,,,,,,,,,,,,,,,
2323,62,,,,,,,,,,,,,,,,
2324,45,,,,,,,,,,,,,,,,
2325,61,,,,,,,,,,,,,,,,
2326,64,,,,,,,,,,,,,,,,
2327,72,,,,,,,,,,,,,,,,
2328,62,,,,,,,,,,,,,,,,
2329,52,,,,,,,,,,,,,,,,
2330,65,,,,,,,,,,,,,,,,
2331,51,,,,,,,,,,,,,,,,
2332,70,,,,,,,,,,,,,,,,
2333,51,,,,,,,,,,,,,,,,
2334,59,,,,,,,,,,,,,,,,
2335,44,,,,,,,,,,,,,,,,
2336,52,,,,,,,,,,,,,,,,
2337,57,,,,,,,,,,,,,,,,
2338,61,,,,,,,,,,,,,,,,
2339,46,,,,,,,,,,,,,,,,
2340,59,,,,,,,,,,,,,,,,
2341,49,,,,,,,,,,,,,,,,
2342,56,,,,,,,,,,,,,,,,
2343,64,,,,,,,,,,,,,,,,
2344,61,,,,,,,,,,,,,,,,
2345,58,,,,,,,,,,,,,,,,
2346,69,,,,,,,,,,,,,,,,
2347,60,,,,,,,,,,,,,,,,
2348,54,,,,,,,,,,,,,,,,
2349,60,,,,,,,,,,,,,,,,
2350,60,,,,,,,,,,,,,,,,
2351,60,,,,,,,,,,,,,,,,
2352,37,,,,,,,,,,,,,,,,
2353,51,,,,,,,,,,,,,,,,
2354,64,,,,,,,,,,,,,,,,
2355,52,,,,,,,,,,,,,,,,
2356,59,,,,,,,,,,,,,,,,
2357,67,,,,,,,,,,,,,,,,
2358,65,,,,,,,,,,,,,,,,
2359,58,,,,,,,,,,,,,,,,
2360,70,,,,,,,,,,,,,,,,
2361,65,,,,,,,,,,,,,,,,
2362,56,,,,,,,,,,,,,,,,
2363,72,,,,,,,,,,,,,,,,
2364,47,,,,,,,,,,,,,,,,
2365,62,,,,,,,,,,,,,,,,
2366,63,,,,,,,,,,,,,,,,
2367,51,,,,,,,,,,,,,,,,
2368,60,,,,,,,,,,,,,,,,
2369,57,,,,,,,,,,,,,,,,
2370,52,,,,,,,,,,,,,,,,
2371,60,,,,,,,,,,,,,,,,
2372,67,,,,,,,,,,,,,,,,
2373,59,,,,,,,,,,,,,,,,
2374,72,,,,,,,,,,,,,,,,
2375,63,,,,,,,,,,,,,,,,
2376,59,,,,,,,,,,,,,,,,
2377,61,,,,,,,,,,,,,,,,
2378,59,,,,,,,,,,,,,,,,
2379,66,,,,,,,,,,,,,,,,
2380,65,,,,,,,,,,,,,,,,
2381,56,,,,,,,,,,,,,,,,
2382,48,,,,,,,,,,,,,,,,
2383,56,,,,,,,,,,,,,,,,
2384,54,,,,,,,,,,,,,,,,
2385,63,,,,,,,,,,,,,,,,
2386,52,,,,,,,,,,,,,,,,
2387,55,,,,,,,,,,,,,,,,
2388,63,,,,,,,,,,,,,,,,
2389,60,,,,,,,,,,,,,,,,
2390,64,,,,,,,,,,,,,,,,
2391,53,,,,,,,,,,,,,,,,
2392,56,,,,,,,,,,,,,,,,
2393,46,,,,,,,,,,,,,,,,
2394,66,,,,,,,,,,,,,,,,
2395,60,,,,,,,,,,,,,,,,
2396,59,,,,,,,,,,,,,,,,
2397,73,,,,,,,,,,,,,,,,
2398,61,,,,,,,,,,,,,,,,
2399,61,,,,,,,,,,,,,,,,
2400,59,,,,,,,,,,,,,,,,
2401,57,,,,,,,,,,,,,,,,
2402,54,,,,,,,,,,,,,,,,
2403,56,,,,,,,,,,,,,,,,
2404,63,,,,,,,,,,,,,,,,
2405,46,,,,,,,,,,,,,,,,
2406,59,,,,,,,,,,,,,,,,
2407,66,,,,,,,,,,,,,,,,
2408,54,,,,,,,,,,,,,,,,
2409,53,,,,,,,,,,,,,,,,
2410,47,,,,,,,,,,,,,,,,
2411,53,,,,,,,,,,,,,,,,
2412,61,,,,,,,,,,,,,,,,
2413,71,,,,,,,,,,,,,,,,
2414,56,,,,,,,,,,,,,,,,
2415,64,,,,,,,,,,,,,,,,
2416,47,,,,,,,,,,,,,,,,
2417,56,,,,,,,,,,,,,,,,
2418,45,,,,,,,,,,,,,,,,
2419,61,,,,,,,,,,,,,,,,
2420,63,,,,,,,,,,,,,,,,
2421,55,,,,,,,,,,,,,,,,
2422,62,,,,,,,,,,,,,,,,
2423,66,,,,,,,,,,,,,,,,
2424,54,,,,,,,,,,,,,,,,
2425,56,,,,,,,,,,,,,,,,
2426,61,,,,,,,,,,,,,,,,
2427,52,,,,,,,,,,,,,,,,
2428,62,,,,,,,,,,,,,,,,
2429,66,,,,,,,,,,,,,,,,
2430,58,,,,,,,,,,,,,,,,
2431,54,,,,,,,,,,,,,,,,
2432,56,,,,,,,,,,,,,,,,
2433,58,,,,,,,,,,,,,,,,
2434,71,,,,,,,,,,,,,,,,
2435,68,,,,,,,,,,,,,,,,
2436,58,,,,,,,,,,,,,,,,
2437,63,,,,,,,,,,,,,,,,
2438,54,,,,,,,,,,,,,,,,
2439,49,,,,,,,,,,,,,,,,
2440,64,,,,,,,,,,,,,,,,
2441,48,,,,,,,,,,,,,,,,
2442,68,,,,,,,,,,,,,,,,
2443,54,,,,,,,,,,,,,,,,
2444,67,,,,,,,,,,,,,,,,
2445,52,,,,,,,,,,,,,,,,
2446,63,,,,,,,,,,,,,,,,
2447,64,,,,,,,,,,,,,,,,
2448,55,,,,,,,,,,,,,,,,
2449,79,,,,,,,,,,,,,,,,
2450,59,,,,,,,,,,,,,,,,
2451,63,,,,,,,,,,,,,,,,
2452,59,,,,,,,,,,,,,,,,
2453,58,,,,,,,,,,,,,,,,
2454,59,,,,,,,,,,,,,,,,
2455,69,,,,,,,,,,,,,,,,
2456,64,,,,,,,,,,,,,,,,
2457,48,,,,,,,,,,,,,,,,
2458,63,,,,,,,,,,,,,,,,
2459,52,,,,,,,,,,,,,,,,
2460,65,,,,,,,,,,,,,,,,
2461,60,,,,,,,,,,,,,,,,
2462,61,,,,,,,,,,,,,,,,
2463,70,,,,,,,,,,,,,,,,
2464,58,,,,,,,,,,,,,,,,
2465,58,,,,,,,,,,,,,,,,
2466,60,,,,,,,,,,,,,,,,
2467,54,,,,,,,,,,,,,,,,
2468,52,,,,,,,,,,,,,,,,
2469,56,,,,,,,,,,,,,,,,
2470,57,,,,,,,,,,,,,,,,
2471,56,,,,,,,,,,,,,,,,
2472,64,,,,,,,,,,,,,,,,
2473,61,,,,,,,,,,,,,,,,
2474,64,,,,,,,,,,,,,,,,
2475,44,,,,,,,,,,,,,,,,
2476,60,,,,,,,,,,,,,,,,
2477,54,,,,,,,,,,,,,,,,
2478,77,,,,,,,,,,,,,,,,
2479,53,,,,,,,,,,,,,,,,
2480,52,,,,,,,,,,,,,,,,
2481,55,,,,,,,,,,,,,,,,
2482,54,,,,,,,,,,,,,,,,
2483,55,,,,,,,,,,,,,,,,
2484,58,,,,,,,,,,,,,,,,
2485,60,,,,,,,,,,,,,,,,
2486,49,,,,,,,,,,,,,,,,
2487,65,,,,,,,,,,,,,,,,
2488,55,,,,,,,,,,,,,,,,
2489,44,,,,,,,,,,,,,,,,
2490,68,,,,,,,,,,,,,,,,
2491,61,,,,,,,,,,,,,,,,
2492,54,,,,,,,,,,,,,,,,
2493,63,,,,,,,,,,,,,,,,
2494,58,,,,,,,,,,,,,,,,
2495,66,,,,,,,,,,,,,,,,
2496,59,,,,,,,,,,,,,,,,
2497,63,,,,,,,,,,,,,,,,
2498,61,,,,,,,,,,,,,,,,
2499,61,,,,,,,,,,,,,,,,
2500,50,,,,,,,,,,,,,,,,
2501,58,,,,,,,,,,,,,,,,
2502,64,,,,,,,,,,,,,,,,
2503,63,,,,,,,,,,,,,,,,
2504,73,,,,,,,,,,,,,,,,
2505,56,,,,,,,,,,,,,,,,
2506,56,,,,,,,,,,,,,,,,
2507,48,,,,,,,,,,,,,,,,
2508,64,,,,,,,,,,,,,,,,
2509,51,,,,,,,,,,,,,,,,
2510,56,,,,,,,,,,,,,,,,
2511,61,,,,,,,,,,,,,,,,
2512,61,,,,,,,,,,,,,,,,
2513,54,,,,,,,,,,,,,,,,
2514,63,,,,,,,,,,,,,,,,
2515,71,,,,,,,,,,,,,,,,
2516,56,,,,,,,,,,,,,,,,
2517,65,,,,,,,,,,,,,,,,
2518,66,,,,,,,,,,,,,,,,
2519,63,,,,,,,,,,,,,,,,
2520,56,,,,,,,,,,,,,,,,
2521,70,,,,,,,,,,,,,,,,
2522,59,,,,,,,,,,,,,,,,
2523,63,,,,,,,,,,,,,,,,
2524,62,,,,,,,,,,,,,,,,
2525,57,,,,,,,,,,,,,,,,
2526,74,,,,,,,,,,,,,,,,
2527,68,,,,,,,,,,,,,,,,
2528,60,,,,,,,,,,,,,,,,
2529,58,,,,,,,,,,,,,,,,
2530,62,,,,,,,,,,,,,,,,
2531,54,,,,,,,,,,,,,,,,
2532,60,,,,,,,,,,,,,,,,
2533,58,,,,,,,,,,,,,,,,
2534,63,,,,,,,,,,,,,,,,
2535,57,,,,,,,,,,,,,,,,
2536,51,,,,,,,,,,,,,,,,
2537,51,,,,,,,,,,,,,,,,
2538,61,,,,,,,,,,,,,,,,
2539,54,,,,,,,,,,,,,,,,
2540,57,,,,,,,,,,,,,,,,
2541,53,,,,,,,,,,,,,,,,
2542,62,,,,,,,,,,,,,,,,
2543,79,,,,,,,,,,,,,,,,
2544,58,,,,,,,,,,,,,,,,
2545,71,,,,,,,,,,,,,,,,
2546,54,,,,,,,,,,,,,,,,
2547,44,,,,,,,,,,,,,,,,
2548,58,,,,,,,,,,,,,,,,
2549,65,,,,,,,,,,,,,,,,
2550,73,,,,,,,,,,,,,,,,
2551,62,,,,,,,,,,,,,,,,
2552,66,,,,,,,,,,,,,,,,
2553,57,,,,,,,,,,,,,,,,
2554,55,,,,,,,,,,,,,,,,
2555,51,,,,,,,,,,,,,,,,
2556,62,,,,,,,,,,,,,,,,
2557,53,,,,,,,,,,,,,,,,
2558,67,,,,,,,,,,,,,,,,
2559,71,,,,,,,,,,,,,,,,
2560,57,,,,,,,,,,,,,,,,
2561,61,,,,,,,,,,,,,,,,
2562,69,,,,,,,,,,,,,,,,
2563,55,,,,,,,,,,,,,,,,
2564,68,,,,,,,,,,,,,,,,
2565,58,,,,,,,,,,,,,,,,
2566,62,,,,,,,,,,,,,,,,
2567,67,,,,,,,,,,,,,,,,
2568,70,,,,,,,,,,,,,,,,
2569,50,,,,,,,,,,,,,,,,
2570,64,,,,,,,,,,,,,,,,
2571,57,,,,,,,,,,,,,,,,
2572,58,,,,,,,,,,,,,,,,
2573,44,,,,,,,,,,,,,,,,
2574,69,,,,,,,,,,,,,,,,
2575,54,,,,,,,,,,,,,,,,
2576,60,,,,,,,,,,,,,,,,
2577,53,,,,,,,,,,,,,,,,
2578,56,,,,,,,,,,,,,,,,
2579,59,,,,,,,,,,,,,,,,
2580,63,,,,,,,,,,,,,,,,
2581,39,,,,,,,,,,,,,,,,
2582,62,,,,,,,,,,,,,,,,
2583,57,,,,,,,,,,,,,,,,
2584,77,,,,,,,,,,,,,,,,
2585,56,,,,,,,,,,,,,,,,
2586,52,,,,,,,,,,,,,,,,
2587,67,,,,,,,,,,,,,,,,
2588,63,,,,,,,,,,,,,,,,
2589,55,,,,,,,,,,,,,,,,
2590,53,,,,,,,,,,,,,,,,
2591,61,,,,,,,,,,,,,,,,
2592,65,,,,,,,,,,,,,,,,
2593,73,,,,,,,,,,,,,,,,
2594,68,,,,,,,,,,,,,,,,
2595,63,,,,,,,,,,,,,,,,
2596,74,,,,,,,,,,,,,,,,
2597,52,,,,,,,,,,,,,,,,
2598,51,,,,,,,,,,,,,,,,
2599,60,,,,,,,,,,,,,,,,
2600,49,,,,,,,,,,,,,,,,
2601,57,,,,,,,,,,,,,,,,
2602,62,,,,,,,,,,,,,,,,
2603,56,,,,,,,,,,,,,,,,
2604,59,,,,,,,,,,,,,,,,
2605,65,,,,,,,,,,,,,,,,
2606,64,,,,,,,,,,,,,,,,
2607,55,,,,,,,,,,,,,,,,
2608,57,,,,,,,,,,,,,,,,
2609,79,,,,,,,,,,,,,,,,
2610,51,,,,,,,,,,,,,,,,
2611,80,,,,,,,,,,,,,,,,
2612,48,,,,,,,,,,,,,,,,
2613,59,,,,,,,,,,,,,,,,
2614,52,,,,,,,,,,,,,,,,
2615,67,,,,,,,,,,,,,,,,
2616,41,,,,,,,,,,,,,,,,
2617,55,,,,,,,,,,,,,,,,
2618,57,,,,,,,,,,,,,,,,
2619,59,,,,,,,,,,,,,,,,
2620,63,,,,,,,,,,,,,,,,
2621,49,,,,,,,,,,,,,,,,
2622,59,,,,,,,,,,,,,,,,
2623,55,,,,,,,,,,,,,,,,
2624,58,,,,,,,,,,,,,,,,
2625,58,,,,,,,,,,,,,,,,
2626,85,,,,,,,,,,,,,,,,
2627,55,,,,,,,,,,,,,,,,
2628,65,,,,,,,,,,,,,,,,
2629,61,,,,,,,,,,,,,,,,
2630,56,,,,,,,,,,,,,,,,
2631,57,,,,,,,,,,,,,,,,
2632,54,,,,,,,,,,,,,,,,
2633,72,,,,,,,,,,,,,,,,
2634,54,,,,,,,,,,,,,,,,
2635,58,,,,,,,,,,,,,,,,
2636,55,,,,,,,,,,,,,,,,
2637,66,,,,,,,,,,,,,,,,
2638,50,,,,,,,,,,,,,,,,
2639,66,,,,,,,,,,,,,,,,
2640,55,,,,,,,,,,,,,,,,
2641,54,,,,,,,,,,,,,,,,
2642,61,,,,,,,,,,,,,,,,
2643,60,,,,,,,,,,,,,,,,
2644,62,,,,,,,,,,,,,,,,
2645,63,,,,,,,,,,,,,,,,
2646,56,,,,,,,,,,,,,,,,
2647,61,,,,,,,,,,,,,,,,
2648,59,,,,,,,,,,,,,,,,
2649,50,,,,,,,,,,,,,,,,
2650,54,,,,,,,,,,,,,,,,
2651,61,,,,,,,,,,,,,,,,
2652,70,,,,,,,,,,,,,,,,
2653,69,,,,,,,,,,,,,,,,
2654,68,,,,,,,,,,,,,,,,
2655,66,,,,,,,,,,,,,,,,
2656,73,,,,,,,,,,,,,,,,
2657,59,,,,,,,,,,,,,,,,
2658,71,,,,,,,,,,,,,,,,
2659,63,,,,,,,,,,,,,,,,
2660,57,,,,,,,,,,,,,,,,
2661,50,,,,,,,,,,,,,,,,
2662,67,,,,,,,,,,,,,,,,
2663,67,,,,,,,,,,,,,,,,
2664,63,,,,,,,,,,,,,,,,
2665,64,,,,,,,,,,,,,,,,
2666,51,,,,,,,,,,,,,,,,
2667,59,,,,,,,,,,,,,,,,
2668,52,,,,,,,,,,,,,,,,
2669,57,,,,,,,,,,,,,,,,
2670,53,,,,,,,,,,,,,,,,
2671,42,,,,,,,,,,,,,,,,
2672,69,,,,,,,,,,,,,,,,
2673,54,,,,,,,,,,,,,,,,
2674,63,,,,,,,,,,,,,,,,
2675,60,,,,,,,,,,,,,,,,
2676,58,,,,,,,,,,,,,,,,
2677,53,,,,,,,,,,,,,,,,
2678,60,,,,,,,,,,,,,,,,
2679,66,,,,,,,,,,,,,,,,
2680,50,,,,,,,,,,,,,,,,
2681,68,,,,,,,,,,,,,,,,
2682,60,,,,,,,,,,,,,,,,
2683,43,,,,,,,,,,,,,,,,
2684,58,,,,,,,,,,,,,,,,
2685,63,,,,,,,,,,,,,,,,
2686,55,,,,,,,,,,,,,,,,
2687,64,,,,,,,,,,,,,,,,
2688,55,,,,,,,,,,,,,,,,
2689,52,,,,,,,,,,,,,,,,
2690,69,,,,,,,,,,,,,,,,
2691,59,,,,,,,,,,,,,,,,
2692,66,,,,,,,,,,,,,,,,
2693,48,,,,,,,,,,,,,,,,
2694,71,,,,,,,,,,,,,,,,
2695,43,,,,,,,,,,,,,,,,
2696,65,,,,,,,,,,,,,,,,
2697,66,,,,,,,,,,,,,,,,
2698,61,,,,,,,,,,,,,,,,
2699,67,,,,,,,,,,,,,,,,
2700,59,,,,,,,,,,,,,,,,
2701,59,,,,,,,,,,,,,,,,
2702,57,,,,,,,,,,,,,,,,
2703,53,,,,,,,,,,,,,,,,
2704,66,,,,,,,,,,,,,,,,
2705,58,,,,,,,,,,,,,,,,
